dates,a_temp,m_temp,n_temp,s_prec,a_pres,n_pres,m_pres,a_ws,m_ws,m_gust,a_humi,m_humi,n_humi,a_vis,m_vis,n_vis,a_qff,m_qff,n_qff
2016-11-26,27.5,33.4,25.6,0.0,1009.2,1004.1,1009.3,5.5,13.7,18.7,71,88.0,57.0,18423,20000.0,6727.0,1010.8,1010.8,1005.7
2016-11-27,26.4,31.2,24.2,0.0,1009.9,1006.0,1010.5,5.8,15.8,23.0,68,85.0,54.0,16628,20000.0,4286.0,1011.5,1012.0,1007.6
2016-11-28,26.4,31.2,23.1,0.0,1009.1,1007.5,1011.9,3.8,17.3,27.0,68,87.0,57.0,12267,20000.0,706.0,1010.7,1013.4,1009.1
2016-11-29,25.7,31.8,23.0,0.0,1007.9,1008.6,1013.2,2.6,13.3,19.8,74,87.0,48.0,11177,20000.0,6064.0,1009.5,1014.7,1010.2
2016-11-30,26.5,31.9,23.1,0.0,1007.0,1009.8,1014.8,3.4,12.2,17.6,68,89.0,51.0,13084,20000.0,584.0,1008.6,1016.3,1011.4
2016-11-Min,27.5,34.4,22.7,221.2,1007.6,1003.2,1014.8,4.3,24.1,37.8,58,97.0,36.0,11609,20000.0,204.0,1009.2,1016.3,1004.8
2016-12-01,26.3,30.5,23.9,0.0,1007.5,1009.3,1014.4,4.7,19.4,27.0,62,78,50,13384,20000,6378,1009.1,1016.0,1010.9
2016-12-02,27.9,31.2,24.1,0.0,1007.2,1009.0,1013.7,4.2,13.0,19.1,55,77,51,15258,20000,6768,1008.8,1015.2,1010.6
2016-12-03,28.3,31.8,24.1,0.0,1007.6,1008.6,1012.8,4.5,13.0,19.8,66,83,52,17408,20000,12404,1009.2,1014.3,1010.2
2016-12-04,27.7,31.3,24.8,0.0,1008.9,1007.4,1011.4,7.6,14.8,23.4,67,89,58,19962,20000,10253,1010.5,1012.9,1009.0
2016-12-05,24.5,30.5,25.1,0.0,1012.0,1006.7,1011.1,6.9,14.4,20.2,68,82,58,19959,20000,6880,1013.6,1012.6,1008.3
2016-12-06,25.2,29.7,23.6,0.0,1012.1,1008.1,1012.2,4.7,20.2,29.5,65,81,57,18709,20000,5404,1013.7,1013.8,1009.7
2016-12-07,27.4,30.3,22.9,0.0,1010.8,1007.1,1012.1,4.3,13.3,17.3,61,87,52,16838,20000,3546,1012.4,1013.6,1008.7
2016-12-08,28.8,29.3,22.5,0.0,1009.2,1006.0,1010.3,3.7,11.5,15.8,62,91,57,16704,20000,2536,1010.8,1011.9,1007.6
2016-12-09,28.6,32.4,21.4,0.0,1008.2,1004.4,1008.7,3.1,14.0,19.1,68,91,45,14391,20000,3356,1009.8,1010.2,1006.0
2016-12-10,29.7,32.4,21.4,0.0,1008.0,1004.9,1009.8,3.6,11.9,16.2,66,92,41,14020,20000,2920,1009.5,1011.3,1006.5
2016-12-11,28.9,32.5,21.6,0.0,1008.3,1005.2,1010.0,5.5,16.9,22.0,65,91,40,19871,19380,4983,1009.8,1011.5,1006.8
2016-12-12,28.6,32.5,21.8,0.0,1008.3,1004.9,1010.0,5.8,17.6,28.8,67,81,42,18337,20000,1549,1009.9,1011.5,1006.5
2016-12-13,27.8,33.1,23.1,0.0,1008.4,1004.7,1009.6,3.8,14.8,22.3,69,75,35,18257,20000,7702,1010.0,1011.1,1006.3
2016-12-14,28.8,31.6,25.2,0.0,1008.6,1005.2,1010.0,3.1,15.5,20.9,67,83,50,15351,20000,2696,1010.2,1011.5,1006.8
2016-12-15,29.8,30.7,24.9,0.0,1008.2,1006.5,1011.2,4.0,18.0,29.9,62,77,58,16085,20000,12208,1009.7,1012.7,1008.1
2016-12-16,27.9,26.1,22.7,0.0,1008.8,1010.3,1013.5,6.7,18.4,31.0,56,77,63,19841,20000,3987,1010.4,1015.1,1011.9
2016-12-17,24.9,30.2,21.4,0.0,1011.4,1009.7,1014.8,6.5,14.8,20.5,64,83,48,18248,20000,6290,1013.0,1016.4,1011.3
2016-12-18,25.2,32.5,22.2,0.0,1012.0,1008.6,1014.4,5.6,13.3,20.2,57,82,44,15953,20000,1519,1013.6,1015.9,1010.2
2016-12-19,26.2,34.0,24.7,0.0,1012.1,1006.8,1012.6,5.5,14.0,16.6,52,75,41,17805,20000,1406,1013.7,1014.1,1008.4
2016-12-20,26.5,34.8,23.9,0.0,1011.4,1005.7,1011.1,5.2,12.2,19.1,59,93,45,18851,20000,2134,1013.0,1012.6,1007.3
2017-01-01,26.8,31.7,23.4,0.0,1010.5,1008.3,1013.4,6.1,16.2,24.1,68,83,51,18397,20000,7978,1012.1,1014.9,1009.9
2017-01-02,27.9,32.3,23.6,0.0,1009.9,1008.3,1012.1,4.9,17.6,27.0,67,85,52,19330,20000,7351,1011.5,1013.6,1009.9
2017-01-03,27.4,30.7,23.9,0.0,1009.0,1007.1,1011.8,5.6,18.4,26.6,67,84,57,19882,20000,16120,1010.6,1013.3,1008.7
2017-01-04,27.6,30.0,25.1,0.0,1008.0,1006.1,1010.2,5.8,17.6,28.1,66,76,58,18490,20000,5238,1009.6,1011.7,1007.7
2017-01-05,27.6,31.5,24.3,0.0,1006.9,1005.3,1009.4,6.3,15.8,24.5,68,81,53,18420,20000,5945,1008.5,1010.9,1006.9
2017-01-06,26.9,30.9,24.6,0.0,1006.5,1004.6,1009.3,5.1,14.0,19.8,71,79,57,18550,20000,7961,1008.1,1010.8,1006.2
2017-01-07,28.0,31.0,25.1,0.0,1005.2,1003.3,1007.9,3.8,12.2,17.3,70,88,58,15643,20000,3551,1006.7,1009.4,1004.9
2017-01-08,25.7,28.0,24.1,0.0,1006.1,1004.5,1008.5,3.3,13.7,24.5,83,92,74,17494,20000,6877,1007.7,1010.1,1006.1
2017-01-09,24.9,27.7,23.2,50.0,1006.5,1004.0,1008.8,3.3,13.7,19.8,90,97,76,9996,20000,169,1008.1,1010.4,1005.6
2017-01-10,24.9,27.6,23.3,6.4,1007.3,1005.2,1009.2,1.5,9.7,15.5,94,97,81,5685,14774,879,1008.9,1010.8,1006.8
2017-01-11,26.7,31.9,24.0,0.0,1007.1,1004.8,1009.4,4.6,16.9,23.4,85,97,59,17436,20000,1177,1008.7,1010.9,1006.4
2017-01-12,27.1,31.6,24.6,0.0,1006.1,1004.0,1007.8,5.3,16.2,23.4,86,97,65,17592,20000,540,1007.7,1009.3,1005.6
2017-01-13,27.0,32.9,23.3,0.4,1006.3,1004.2,1008.2,2.6,12.2,17.6,85,97,63,13077,20000,1405,1007.9,1009.7,1005.8
2017-01-14,28.5,34.0,23.6,0.0,1007.5,1005.0,1009.2,2.5,12.2,21.2,76,97,50,10958,20000,706,1009.1,1010.7,1006.6
2017-01-15,29.1,35.1,24.5,0.0,1008.4,1006.4,1010.7,3.4,10.8,15.5,69,97,40,13351,20000,1423,1009.9,1012.2,1008.0
2017-01-16,28.6,33.5,24.6,0.0,1008.4,1005.9,1010.7,4.1,15.5,25.6,69,87,48,18607,20000,490,1010.0,1012.2,1007.5
2017-01-17,27.1,30.1,24.5,0.4,1010.0,1007.4,1011.8,3.9,14.4,25.2,77,91,62,18348,20000,2492,1011.6,1013.3,1009.0
2017-01-18,28.2,33.0,23.5,0.0,1011.3,1008.8,1013.8,4.9,22.3,32.0,67,91,45,17209,20000,1018,1012.9,1015.3,1010.4
2017-01-19,28.8,33.7,23.6,0.0,1010.2,1007.4,1012.8,4.5,17.6,28.4,65,89,45,18820,20000,1347,1011.8,1014.3,1009.0
2017-01-20,28.9,32.8,24.3,0.0,1010.4,1007.6,1012.6,5.8,18.4,24.8,58,76,47,19272,20000,26,1012.0,1014.1,1009.2
2017-01-21,28.6,32.5,24.0,0.0,1012.6,1009.7,1014.5,6.7,18.0,25.6,58,74,46,19555,20000,2191,1014.2,1016.0,1011.3
2017-01-22,27.4,31.3,23.3,0.0,1012.7,1010.1,1016.3,6.6,20.5,29.5,61,73,51,19790,20000,2896,1014.3,1017.8,1011.7
2017-01-23,26.2,29.6,22.0,0.0,1013.1,1010.9,1015.6,5.6,19.4,27.7,64,81,55,19047,20000,2063,1014.7,1017.2,1012.5
2017-01-24,26.6,31.5,22.5,0.0,1013.2,1010.6,1015.6,4.0,13.0,19.4,59,77,43,17681,20000,678,1014.8,1017.1,1012.2
2017-01-25,27.9,33.0,23.8,0.0,1012.6,1010.4,1015.3,4.5,15.8,20.5,61,81,44,15410,20000,3068,1014.2,1016.8,1012.0
2017-01-26,27.2,31.3,22.8,0.0,1012.2,1010.3,1015.3,4.3,15.1,24.8,67,89,54,19866,20000,15559,1013.8,1016.8,1011.9
2017-01-27,26.9,32.2,22.2,0.0,1011.0,1008.6,1013.7,5.0,18.7,24.8,57,74,42,19212,20000,1048,1012.6,1015.2,1010.2
2017-01-28,25.3,31.6,20.0,0.0,1010.2,1007.9,1013.3,3.7,16.2,24.5,64,94,38,16486,20000,1393,1011.8,1014.8,1009.5
2017-01-29,26.2,32.7,20.3,0.0,1010.0,1008.2,1012.6,3.0,13.7,19.8,68,97,38,16016,20000,520,1011.6,1014.1,1009.8
2017-01-30,26.5,33.1,21.7,0.0,1009.0,1006.5,1012.6,2.8,13.0,19.4,71,97,37,16061,20000,0,1010.6,1014.1,1008.1
2017-01-31,26.3,32.5,20.3,0.0,1009.9,1007.6,1012.1,4.3,17.3,27.0,60,85,36,17492,20000,11320,1011.5,1013.6,1009.2
2017-01-Min,27.6,35.1,20.0,57.2,1010.3,1003.3,1016.3,4.6,22.3,32.0,50.0,97,36,16903.0,20000,0,1011.9,1017.8,1004.9
2017-02-01,27.7,33.4,21.6,0.0,1010.7,1008.6,1012.7,5.9,17.3,24.5,65.0,73.0,27.0,14469.0,20000.0,3807.0,1012.3,1014.2,1010.2
2017-02-02,25.3,32.5,23.4,0.6,1010.1,1008.6,1013.2,3.4,16.9,23.8,80.0,88.0,48.0,20000.0,20000.0,9485.0,1011.7,1014.7,1010.2
2017-02-03,28.1,28.2,21.9,0.0,1008.2,1008.2,1013.7,2.9,11.9,19.8,70.0,97.0,65.0,20000.0,20000.0,20000.0,1009.8,1015.3,1009.8
2017-02-04,28.1,34.0,22.0,0.0,1007.3,1005.5,1011.7,3.3,18.7,23.4,57.0,97.0,46.0,20000.0,20000.0,20000.0,1008.9,1013.2,1007.1
2017-02-05,28.2,35.6,21.2,0.0,1007.0,1005.4,1010.4,3.2,15.5,21.6,59.0,91.0,30.0,13157.0,20000.0,20000.0,1008.6,1011.9,1007.0
2017-02-06,27.9,35.8,21.6,0.0,1007.2,1004.9,1009.9,4.5,15.8,21.2,64.0,90.0,26.0,17863.0,20000.0,252.0,1008.8,1011.4,1006.5
2017-02-07,27.3,35.4,22.0,0.0,1008.1,1005.1,1009.7,4.5,15.8,22.0,66.0,90.0,32.0,17748.0,20000.0,5437.0,1009.7,1011.2,1006.7
2017-02-08,28.0,34.9,22.1,0.0,1008.1,1006.0,1010.9,3.4,16.9,24.1,71.0,97.0,36.0,14529.0,20000.0,2931.0,1009.7,1012.4,1007.6
2017-02-09,27.9,34.3,22.9,0.0,1009.6,1005.7,1010.7,3.9,13.7,17.3,65.0,95.0,47.0,11605.0,20000.0,1681.0,1011.2,1012.2,1007.3
2017-02-10,27.3,33.4,22.0,0.0,1012.6,1006.9,1011.7,7.9,15.5,20.9,55.0,90.0,46.0,17826.0,20000.0,4173.0,1014.2,1013.2,1008.5
2017-02-11,25.7,32.7,22.1,0.0,1014.5,1009.8,1014.8,6.8,20.2,31.0,55.0,77.0,38.0,14949.0,20000.0,1774.0,1016.1,1016.3,1011.4
2017-02-12,25.1,31.2,20.1,0.0,1015.5,1011.8,1016.8,6.9,22.0,30.2,54.0,73.0,42.0,11327.0,20000.0,2915.0,1017.1,1018.4,1013.4
2017-02-13,25.9,30.2,20.0,0.0,1015.5,1012.9,1018.3,6.0,22.3,32.4,55.0,73.0,41.0,10576.0,19946.0,4011.0,1017.1,1019.9,1014.5
2017-02-14,26.0,31.3,20.6,0.0,1014.2,1013.3,1018.9,6.1,20.2,29.9,56.0,72.0,40.0,13535.0,20000.0,3747.0,1015.8,1020.5,1014.9
2017-02-15,26.0,31.8,20.9,0.0,1012.0,1012.0,1017.6,4.4,20.5,30.6,60.0,80.0,38.0,14241.0,20000.0,2598.0,1013.6,1019.1,1013.6
2017-02-16,27.2,32.4,20.4,0.0,1011.6,1009.5,1015.4,3.9,20.2,27.4,61.0,87.0,38.0,14147.0,20000.0,4334.0,1013.2,1016.9,1011.1
2017-02-17,27.4,34.3,21.3,0.0,1011.6,1008.7,1014.2,3.2,17.6,24.5,66.0,97.0,29.0,9815.0,20000.0,1090.0,1013.2,1015.7,1010.3
2017-02-18,28.0,34.1,21.5,0.0,1008.8,1009.7,1014.4,3.3,14.4,21.6,68.0,97.0,33.0,9009.0,20000.0,945.0,1010.4,1015.9,1011.3
2017-02-19,28.4,35.0,22.4,0.0,1007.6,1006.7,1012.9,5.8,13.0,18.4,77.0,97.0,33.0,13548.0,20000.0,1217.0,1009.2,1014.4,1008.3
2017-02-20,28.9,33.8,22.9,0.0,1008.7,1005.0,1010.4,5.5,17.3,22.7,76.0,97.0,48.0,15350.0,20000.0,3032.0,1010.2,1011.9,1006.6
2017-02-21,28.8,34.8,25.0,0.0,1008.8,1006.6,1011.7,6.0,13.3,19.4,80.0,97.0,42.0,17900.0,20000.0,4261.0,1010.4,1013.2,1008.2
2017-02-22,29.7,34.2,25.5,0.0,1009.3,1007.0,1011.0,6.5,18.0,26.3,76.0,97.0,55.0,19576.0,20000.0,10282.0,1010.8,1012.5,1008.6
2017-02-23,29.1,35.2,25.6,0.0,1009.8,1006.2,1011.8,6.1,14.8,22.3,80.0,97.0,49.0,19536.0,20000.0,2440.0,1011.4,1013.3,1007.8
2017-02-24,28.9,34.8,25.7,0.0,1008.6,1007.6,1012.5,5.7,16.2,24.1,80.0,95.0,57.0,19430.0,20000.0,4281.0,1010.1,1014.0,1009.2
2017-02-25,28.7,34.3,25.1,0.0,1008.2,1006.1,1011.8,3.7,15.1,23.4,80.0,97.0,57.0,17659.0,20000.0,10770.0,1009.8,1013.3,1007.7
2017-02-26,29.3,35.1,24.9,0.0,1009.4,1005.3,1010.8,4.8,13.7,19.4,61.0,97.0,53.0,15454.0,20000.0,6322.0,1010.9,1012.3,1006.9
2017-02-27,29.1,34.1,24.9,0.0,1008.7,1007.3,1011.6,4.4,17.3,25.9,65.0,89.0,45.0,13535.0,20000.0,8817.0,1010.2,1013.1,1008.9
2017-02-Min,28.1,35.8,20.0,0.6,1008.6,1004.9,1018.9,4.9,22.3,32.4,63,97.0,26.0,10700,20000.0,252.0,1010.2,1020.4,1006.5
2017-03-01,29.3,35.5,24.0,0.0,1006.6,1006.1,1011.5,4.1,18.7,27.4,65,97,35,10866,19883,2629,1008.1,1013.0,1007.7
2017-03-02,29.1,33.5,23.1,0.0,1006.5,1006.5,1011.9,7.1,19.4,31.7,76,97,40,11564,20000,2844,1008.0,1013.4,1008.1
2017-03-03,29.2,35.3,23.3,0.0,1006.4,1004.2,1009.5,7.1,13.7,21.2,78,97,32,11765,20000,404,1007.9,1011.0,1005.8
2017-03-04,29.4,34.9,25.1,0.0,1005.8,1004.4,1008.8,6.4,19.1,23.4,77,93,51,14484,19443,3805,1007.3,1010.3,1006.0
2017-03-05,29.5,34.0,25.4,0.0,1008.0,1004.4,1009.4,7.6,17.6,27.4,77,93,57,14787,20000,5143,1009.5,1010.9,1006.0
2017-03-06,29.0,34.9,26.0,0.0,1008.9,1003.8,1009.2,8.0,16.2,21.2,77,92,54,14549,20000,5314,1010.4,1010.7,1005.4
2017-03-07,28.8,33.9,26.7,0.0,1008.9,1005.4,1009.4,9.0,17.6,26.6,76,89,59,17708,20000,6963,1010.5,1010.9,1007.0
2017-03-08,29.0,34.2,26.5,0.0,1009.2,1006.6,1011.8,7.5,18.0,27.0,77,87,60,17990,20000,1259,1010.8,1013.3,1008.2
2017-03-09,29.4,33.8,25.9,0.0,1010.0,1006.5,1011.4,7.8,20.2,28.8,77,87,56,15514,20000,9552,1011.5,1012.9,1008.1
2017-03-10,29.7,34.1,26.0,0.0,1009.4,1007.0,1012.5,6.7,17.3,26.3,78,90,57,16105,20000,3135,1010.9,1014.0,1008.6
2017-03-11,30.3,34.8,26.3,0.0,1008.7,1007.7,1012.5,5.7,17.6,24.5,75,93,54,14852,20000,5495,1010.2,1014.0,1009.3
2017-03-12,29.9,34.8,26.6,0.0,1008.9,1007.1,1012.3,6.3,16.9,23.8,80,96,56,15927,20000,3710,1010.4,1013.8,1008.7
2017-03-13,30.0,36.2,26.3,0.0,1008.3,1006.1,1012.0,5.9,13.3,19.8,78,96,47,15767,20000,1422,1009.8,1013.5,1007.7
2017-03-14,29.7,35.3,26.2,0.0,1008.4,1006.7,1011.6,7.1,14.8,23.8,77,96,57,17435,20000,1669,1009.9,1013.1,1008.3
2017-03-15,28.9,35.5,26.6,0.0,1009.2,1006.2,1011.2,5.8,18.7,25.9,80,95,52,17251,20000,1730,1010.8,1012.7,1007.8
2017-03-16,29.9,35.1,25.9,0.0,1010.7,1005.5,1010.5,7.5,19.4,25.6,76,90,57,19353,20000,6409,1012.2,1012.0,1007.1
2017-03-17,30.0,34.4,25.7,0.8,1011.0,1006.1,1011.4,6.7,16.2,25.6,74,95,57,19646,20000,1387,1012.5,1012.9,1007.7
2017-03-18,30.0,35.2,26.6,0.0,1010.3,1008.3,1013.2,7.2,19.4,28.1,75,91,55,19841,20000,1408,1011.8,1014.7,1009.9
2017-03-19,30.3,36.0,25.5,0.0,1009.0,1008.5,1013.8,5.4,16.6,25.2,71,94,48,17908,20000,12520,1010.5,1015.3,1010.1
2017-03-20,30.7,34.8,26.5,0.0,1008.1,1007.5,1012.9,6.3,16.9,24.8,72,91,54,17275,20000,9555,1009.6,1014.4,1009.1
2017-03-21,30.5,37.2,26.6,0.0,1009.1,1006.5,1012.4,7.1,14.8,25.2,75,92,36,19306,20000,10912,1010.6,1013.9,1008.1
2017-03-22,29.4,36.8,26.7,0.0,1010.4,1005.8,1010.9,6.4,14.8,21.6,79,91,45,18271,20000,10954,1011.9,1012.4,1007.4
2017-03-23,30.6,36.4,27.5,0.0,1010.3,1006.8,1011.4,4.7,16.9,24.1,72,87,52,18075,20000,2559,1011.8,1012.9,1008.4
2017-03-24,29.6,34.3,25.7,0.0,1011.4,1007.8,1012.6,6.0,16.6,25.6,76,93,58,15324,20000,2375,1013.0,1014.1,1009.4
2017-03-25,25.7,36.6,26.2,0.0,1013.8,1007.6,1013.4,2.7,16.9,22.7,88,93,45,10883,20000,7828,1015.4,1014.9,1009.2
2017-03-26,29.0,36.7,23.7,0.0,1011.8,1007.6,1014.4,4.0,18.4,24.1,70,97,48,18062,20000,1171,1013.4,1015.9,1009.2
2017-03-27,28.6,29.5,23.2,1.8,1012.5,1011.8,1017.2,4.4,10.8,19.8,78,97,73,17391,20000,1622,1014.1,1018.8,1013.4
2017-03-28,30.2,34.0,24.5,0.0,1012.0,1009.3,1015.1,6.7,15.8,24.5,74,92,48,18948,20000,8039,1013.5,1016.6,1010.9
2017-03-29,29.5,35.1,25.6,0.0,1011.2,1009.5,1014.1,6.7,20.2,33.8,77,94,55,17984,20000,2495,1012.8,1015.6,1011.1
2017-03-30,27.5,35.8,26.1,0.0,1011.0,1008.9,1014.3,4.4,18.7,23.0,78,92,50,17324,20000,1411,1012.6,1015.8,1010.5
2017-03-31,27.3,35.0,22.9,38.6,1012.0,1007.7,1014.6,4.1,18.0,28.1,65,97,52,12047,20000,526,1013.6,1016.1,1009.3
2017-03-Min,29.1,37.2,22.9,41.2,1011.9,1003.8,1017.2,3.2,20.2,33.8,72,97,32,13314,20000,404,1013.5,1018.7,1005.4
2017-04-01,27.4,33.1,23.4,0.4,1010.8,1008.0,1013.3,3.7,13.3,21.6,80,97,58,10667,20000,4834,1012.4,1014.8,1009.6
2017-04-02,28.4,33.8,23.2,31.8,1009.0,1009.5,1014.5,3.4,15.5,27.0,82,97,50,12145,20000,424,1010.6,1016.0,1011.1
2017-04-03,28.3,34.9,24.5,0.0,1008.4,1009.6,1014.9,3.5,13.3,20.9,79,97,47,16563,20000,1289,1010.0,1016.4,1011.2
2017-04-04,29.4,34.9,23.5,28.0,1008.8,1008.4,1013.7,5.3,18.7,28.8,78,97,48,19261,20000,724,1010.3,1015.2,1010.0
2017-04-05,29.5,33.7,25.0,0.4,1008.9,1005.9,1012.0,5.9,11.5,15.5,80,97,55,19661,20000,4252,1010.4,1013.5,1007.5
2017-04-06,30.5,33.2,25.0,0.0,1008.0,1005.7,1011.1,7.2,15.5,25.2,77,96,58,19871,20000,3464,1009.5,1012.6,1007.3
2017-04-07,30.6,35.6,26.4,0.0,1007.2,1006.3,1011.6,7.3,15.5,22.7,76,94,53,19939,20000,4037,1008.7,1013.1,1007.9
2017-04-08,30.6,35.7,26.8,0.6,1006.9,1006.7,1011.7,7.3,14.4,23.4,77,95,56,19950,20000,5330,1008.4,1013.2,1008.3
2017-04-09,30.5,35.7,27.1,0.0,1008.2,1005.5,1011.1,7.2,17.3,23.4,77,92,57,19860,20000,7650,1009.7,1012.6,1007.1
2017-04-10,30.3,35.0,27.3,0.0,1010.4,1004.8,1010.0,5.4,19.1,27.7,74,92,58,19354,20000,1852,1011.9,1011.5,1006.4
2017-04-11,30.2,35.5,27.2,0.0,1009.9,1004.5,1009.3,5.9,16.2,26.3,74,90,51,19655,20000,7593,1011.4,1010.8,1006.1
2017-04-12,30.2,35.6,26.5,0.0,1008.8,1005.0,1010.4,7.4,18.7,26.6,73,95,54,19619,20000,1520,1010.3,1011.9,1006.6
2017-04-13,29.9,35.9,26.0,0.0,1009.1,1007.2,1012.5,7.7,16.9,23.4,73,90,53,19742,20000,5299,1010.6,1014.0,1008.8
2017-04-14,29.3,36.3,26.2,0.0,1009.6,1006.9,1012.8,6.0,18.7,26.6,77,92,51,19224,20000,6187,1011.1,1014.3,1008.5
2017-04-15,31.1,35.3,27.2,0.0,1008.6,1006.6,1011.5,6.9,18.7,28.4,69,89,54,19690,20000,6566,1010.1,1013.0,1008.2
2017-04-16,31.2,34.3,26.9,0.0,1008.5,1006.6,1010.9,7.6,20.5,29.5,71,87,59,19812,20000,8664,1010.0,1012.4,1008.2
2017-04-17,31.4,33.5,26.2,0.0,1008.4,1007.8,1011.8,6.7,18.4,26.3,69,91,59,18591,20000,4802,1009.9,1013.3,1009.4
2017-04-18,31.6,36.7,27.6,0.0,1007.5,1006.3,1011.2,6.0,17.3,24.1,61,87,43,17038,20000,8032,1009.0,1012.7,1007.9
2017-04-19,31.3,36.0,27.8,0.0,1005.8,1005.9,1010.9,5.9,15.8,24.5,62,87,49,12613,20000,874,1007.3,1012.4,1007.5
2017-04-20,31.8,36.7,27.6,0.0,1006.0,1005.9,1011.7,5.6,15.5,24.5,66,86,43,12320,20000,4614,1007.5,1013.2,1007.5
2017-04-21,31.8,37.3,26.7,0.0,1006.4,1005.2,1011.2,6.5,15.5,22.0,68,87,33,14919,20000,9264,1007.9,1012.7,1006.8
2017-04-22,31.9,37.7,27.9,0.0,1006.0,1002.8,1009.1,5.9,16.9,22.7,65,88,32,14681,20000,1671,1007.5,1010.6,1004.3
2017-04-23,31.5,37.9,28.0,0.0,1006.2,1003.4,1009.1,6.0,14.0,23.4,68,92,42,15049,20000,5278,1007.7,1010.6,1004.9
2017-04-24,31.9,37.7,28.4,0.0,1006.5,1003.1,1009.5,5.7,16.9,28.8,68,90,40,16808,20000,1699,1008.0,1011.0,1004.6
2017-04-25,29.8,38.4,28.3,0.0,1007.4,1002.8,1009.4,5.2,16.6,23.4,77,85,36,15523,20000,9144,1008.9,1010.9,1004.3
2017-04-26,30.5,37.6,27.3,0.0,1010.3,1003.2,1008.5,5.9,17.3,24.8,72,87,43,13189,20000,4282,1011.8,1010.0,1004.7
2017-04-27,-,38.0,28.0,0.0,-,1003.0,1008.9,-,14.8,22.3,-,89,46,-,20000,3495,-,1010.4,1004.5
2017-04-29,32.0,33.7,26.6,0.0,1007.7,1008.9,1011.2,6.8,12.2,16.9,70,88,59,19825,20000,6080,1009.2,1012.7,1010.5
2017-04-30,32.0,-,-,-,1007.2,-,-,6.5,-,-,75,-,-,19472,-,-,1008.7,-,-
2017-04-Min,31.4,38.4,23.2,62.2,1007.2,1002.8,1014.9,7.7,20.5,29.5,76,97,32,17895,20000,424,1008.7,1016.4,1004.4
2017-05-01,27.7,37.4,28.1,0.0,1008.9,1004.8,1010.2,2.6,18.0,27.7,83,90,49,14874,20000,5348,1010.5,1011.7,1006.3
2017-05-02,29.6,37.6,28.5,0.0,1009.0,1004.9,1009.7,5.0,15.5,23.4,76,91,54,16409,20000,9044,1010.5,1011.2,1006.4
2017-05-03,29.5,37.1,29.1,0.0,1008.5,1004.5,1009.1,3.9,15.1,25.6,77,88,54,18515,20000,3376,1010.0,1010.6,1006.0
2017-05-04,30.2,37.2,22.3,12.8,1006.4,1003.1,1011.6,4.6,17.3,26.3,77,97,56,18255,20000,450,1007.9,1013.1,1004.7
2017-05-05,30.1,33.5,22.8,31.8,1006.5,1006.1,1010.8,5.7,13.3,23.0,75,97,58,18965,20000,2587,1008.0,1012.3,1007.7
2017-05-06,28.4,35.8,22.4,0.0,1007.6,1005.7,1011.8,3.4,21.2,38.2,83,97,58,17088,20000,558,1009.2,1013.3,1007.3
2017-05-07,29.4,35.8,24.5,0.4,1007.4,1005.3,1012.1,4.0,14.0,20.5,79,97,49,18390,20000,1309,1008.9,1013.6,1006.9
2017-05-08,26.5,35.6,26.1,0.0,1006.4,1003.5,1009.3,2.4,15.1,22.0,95,95,57,11534,20000,2360,1008.0,1010.8,1005.1
2017-05-09,28.1,35.4,26.2,0.0,1005.7,1003.2,1008.9,3.5,16.9,24.8,87,92,55,16272,20000,3257,1007.2,1010.4,1004.8
2017-05-10,28.2,33.9,25.2,0.0,1005.0,1004.2,1009.6,2.8,15.5,23.4,88,97,60,16857,20000,3120,1006.5,1011.1,1005.8
2017-05-11,29.0,35.0,26.0,3.2,1004.1,1004.6,1009.5,5.2,16.9,22.0,81,97,54,17631,20000,399,1005.6,1011.0,1006.2
2017-05-12,27.6,29.7,24.0,82.8,1003.2,1004.2,1009.1,5.0,13.7,24.1,85,97,79,15431,20000,248,1004.7,1010.6,1005.8
2017-05-13,27.4,34.9,25.3,2.2,1002.8,1003.4,1007.8,5.3,13.3,20.2,91,97,66,18487,20000,1019,1004.3,1009.3,1005.0
2017-05-14,30.6,31.9,25.5,7.4,1004.4,1002.5,1007.6,6.4,10.4,17.6,81,97,69,16795,20000,862,1005.9,1009.1,1004.1
2017-05-15,28.0,34.2,23.9,44.0,1004.9,1001.8,1006.6,3.4,15.1,24.5,87,97,61,9541,20000,377,1006.4,1008.1,1003.4
2017-05-16,30.6,33.3,24.3,101.4,1002.7,1000.6,1005.9,4.2,15.8,25.2,79,97,67,13279,20000,220,1004.2,1007.4,1002.2
2017-05-17,31.5,29.5,25.5,13.8,1002.4,1000.3,1004.3,5.1,19.1,30.2,77,97,82,15873,20000,372,1003.9,1005.8,1001.9
2017-05-18,31.3,35.2,27.8,0.4,1003.3,1002.2,1006.2,4.8,18.0,27.4,78,95,61,14612,20000,2493,1004.8,1007.7,1003.7
2017-05-19,30.2,33.9,24.9,11.0,1003.9,1002.5,1007.4,4.9,20.2,37.1,81,97,64,13711,20000,1072,1005.4,1008.9,1004.1
2017-05-20,28.7,36.5,26.0,11.4,1003.9,1000.3,1005.4,4.4,17.3,23.4,78,97,49,13655,20000,628,1005.4,1006.9,1001.9
2017-05-21,28.6,37.4,27.7,0.0,1004.1,999.3,1004.4,3.3,14.8,22.3,83,97,50,17388,20000,1075,1005.6,1005.9,1000.8
